id,title,year,source,query,run_date,stage,decision,reason,type,era,evidence_kind,screener1,screener2,category
arXiv:2609.23320v1,CSC: Calibrated Simplicity for Conflict-Aware Social Bot Detection in the LLM Era,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from posts/graphs, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2309.16705v2,Multimodal Analysis Of Google Bard And GPT-Vision: Experiments In Visual Reasoning,2023,arXiv,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Evaluates VLM/LLM visual CAPTCHA solving, an automated attack on CAPTCHAs",CAPTCHA,,,include,include,A
arXiv:2303.07113v1,FedACK: Federated Adversarial Contrastive Knowledge Distillation for Cross-Lingual and Cross-Model Social Bot Detection,2023,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from platform data, not client-side anti-automation.",,,,exclude,exclude,-
arXiv:2010.11453v1,Machine Learning-Based Early Detection of IoT Botnets Using Network-Edge Traffic,2020,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-traffic IoT botnet detection, not client-side web anti-automation",,,,exclude,exclude,-
arXiv:1910.01180v1,Graph-Hist: Graph Classification from Latent Feature Histograms With Application to Bot Detection,2019,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot account detection from conversational graphs, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2601.02371v2,Permission Manifests for Web Agents,2025,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Pure proposal for agent permission manifests; no client-side anti-automation mechanism evaluated,,,,exclude,exclude,-
arXiv:2408.03096v1,Enhancing Twitter Bot Detection via Multimodal Invariant Representations,2024,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from posts/graphs, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2506.00989v1,Boosting Bot Detection via Heterophily-Aware Representation Learning and Prototype-Guided Cluster Discovery,2025,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from graphs, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2402.06649v3,Replacing CAPTCHA with XNO micropayments,2024,arXiv,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Pure proposal, no evaluation of mechanism or attack",,,,exclude,exclude,-
arXiv:1305.7485v1,Against Spyware Using CAPTCHA in Graphical Password Scheme,2013,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: CAPTCHA in graphical passwords against spyware; not web bot defence,,,,exclude,include,-
arXiv:2412.15924v1,Watertox: The Art of Simplicity in Universal Attacks A Cross-Model Framework for Robust Adversarial Generation,2024,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Generic adversarial image attacks; CAPTCHA only mentioned as potential application, no anti-automation evaluation",,,,exclude,exclude,-
arXiv:2007.03604v2,A Decade of Social Bot Detection,2020,arXiv,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection survey, not client-side web anti-automation",,,,exclude,exclude,-
arXiv:2602.21749v1,RABot: Reinforcement-Guided Graph Augmentation for Imbalanced and Noisy Social Bot Detection,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social bot detection on graphs, not client-side anti-automation",,,,exclude,exclude,-
arXiv:1810.10939v3,Evading classifiers in discrete domains with provable optimality guarantees,2018,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Evades Twitter-bot and website-fingerprinting classifiers; both out of scope,,,,exclude,include,-
arXiv:2608.15893v1,Breaking and Defending LLM-Powered Social Media Bot Detection Systems,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from posts, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2606.26127v1,Account-History Features for Social Bot Detection in the Era of Large Language Models,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from posts/metadata, not client-side web anti-automation",,,,exclude,exclude,-
arXiv:1907.07759v1,"The Mass, Fake News, and Cognition Security",2019,arXiv,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Fake news cognition security; social-media bot detection, not client-side anti-automation",,,,exclude,exclude,-
arXiv:1812.11894v1,"Accurate, Data-Efficient, Unconstrained Text Recognition with Convolutional Neural Networks",2018,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,include,"adjudicated: Reports state-of-the-art CAPTCHA recognition, an ML solver evaluation",CAPTCHA,,,include,exclude,A
arXiv:1710.03112v1,Handwritten digit string recognition by combination of residual network and RNN-CTC,2017,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Evaluates ML solver for text CAPTchas (digit strings), including generated captcha dataset",CAPTCHA,,,include,include,A
arXiv:2304.10145v2,Can ChatGPT Reproduce Human-Generated Labels? A Study of Social Computing Tasks,2023,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social-media bot detection from posts; not client-side anti-automation,,,,exclude,exclude,-
arXiv:1802.04289v2,Deep Neural Networks for Bot Detection,2018,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from tweets, not client-side web anti-automation",,,,exclude,exclude,-
arXiv:1411.5995v1,Algebraic reputation model RepRank and its application to spambot detection,2014,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media spambot detection via graph reputation, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2604.02147v1,TRACE-Bot: Detecting Emerging LLM-Driven Social Bots via Implicit Semantic Representations and AIGC-Enhanced Behavioral Patterns,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from posts/behavior, not client-side anti-automation",,,,exclude,exclude,-
arXiv:2601.00400v1,Adaptive Causal Coordination Detection for Social Media: A Memory-Guided Framework with Semi-Supervised Learning,2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media coordinated account detection, not client-side web anti-automation",,,,exclude,exclude,-
arXiv:1904.10164v3,"Foundations, Properties, and Security Applications of Puzzles: A Survey",2019,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Survey documents puzzle schemes including CAPTCHAs used to discriminate humans from machines,I,,,include,include,M
arXiv:2601.03923v1,"Human Challenge Oracle: Designing AI-Resistant, Identity-Bound, Time-Limited Tasks for Sybil-Resistant Consensus",2026,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Proposes browser-based human challenges with initial empirical evaluation against automated solvers,CAPTCHA,,,include,include,M
arXiv:2402.06087v1,Descriptive Kernel Convolution Network with Improved Random Walk Kernel,2024,arXiv+SemanticScholar,"(abs:""bot detection"" OR abs:""bot mitigation"" OR abs:""anti-automation"" OR abs:""browser fingerprinting"" OR abs:CAPTCHA) AND (abs:attestation OR abs:cost OR abs:economics OR abs:architecture OR abs:""CAPTCHA solving"" OR abs:""vision-language model"" OR abs:VLM OR abs:""web agent"" OR abs:""computer-use agent"" OR abs:""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Graph kernel ML method; no bot detection or anti-automation,,,,exclude,include,-
